"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0
"12" 0 0 0.5 1 0 0 0.5 0 0.5 0 0.4 0 1 0 0.166666666666667 0 0.166666666666667 0 0 0 0 0 1 0 0.333333333333333 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 1 0 0.5 0 0 0 0.333333333333333 0 0 0 0 0 0.25 0.09375 0 0 0 0 0 0 0 0 0 0 0.2 0.2 0 0 0 0 0.2 0 0 0 0 0 1 0 0.166666666666667 0 0 0 0 0 0.25 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 0 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.2 0 0 0 0
"14" 0 0 0.6 0 0 1 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 1 1 0 0 0 0.142857142857143 1 0 0 0.111111111111111 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0.5 0 0 0 0.666666666666667 0.666666666666667 0 0 1 1 1 0 0.166666666666667 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 1
"15" 0 0 0 0 0 0 0 0 0 0 0.25 0 1 3 3 1 3 0 1 3.5 2 2 1 1 1 1 1 3 0 2 1 2 3 0 3 1 0 0 1 2 3 4 3 8 4 1 1 1 1 1 3 2 6 0.5 1.75 4 2 1 1 2 2 4 1 3 1 1 3 2 2 2 0 4 2 1 2 1 1 0 1 7 0 2 1 1 4 0 6 1 0 3 1 2 2 2 4 3 0 0 1 4
"16" 1 1 0.166666666666667 0 0 0.5 0.25 1 0 0 0 0 0 0 0 1 0.181818181818182 0 0 0 0 0 1 0.142857142857143 1 0 0 0.3 0.0769230769230769 3 0.125 0.5 0.5 0 0 0.5 0 0 0 1 0 0 0 1 0 0 0 0 0 0.166666666666667 0 1 0 0.0333333333333333 0.5 0 0.0434782608695652 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0.222222222222222 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0.0909090909090909 0.5 0.25 0 0
"17" 0 0 0 0 0 0 0 0 0.111111111111111 1 2 1 2 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0.125 0.0108695652173913 0 0 0 0 0 0 0 0 0 1 0 1 0.2 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0.0666666666666667 0 0 0 0 0 0 0.5 0 0.0769230769230769 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0
"18" 0.5 0 0.2 0 1 0 1 0 0.25 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19" 0 0 0 0 1 1.5 0.25 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.0434782608695652 0 0 0 0
"20" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 2 2 1 0 0 0 0 0.333333333333333 1 0 0 0 0 0 0 1 0 0.2 0 0 0 0 0 0 0 0.0909090909090909 1 0 1 0
"21" 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227272727272727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22" 0 0 0.0909090909090909 0 0 0 0 0 1 0 0 0 0 0 0.222222222222222 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" 0 0 0.0833333333333333 0 0 1 1 0 0 0 0 0 0 0 0 1 2 0 1 0 1 0 0.666666666666667 0 1 0 2 0 1 0.0571428571428571 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.571428571428571 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0.153846153846154 0.1 0 0 0 0 0 1 0 0
"24" 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263157894736842 0 0 0 0 0.0714285714285714 0 0 0.5 0 0.142857142857143 0 0 0 0 0.2 0 0 0 0 0.25 0
"25" 0 0 0 0 1 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.333333333333333 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.1 0 0 0 0 0 0 0 0 0 0 0
"26" 0.2 0 0 0 0 0 1 0 0.0909090909090909 2 0 0 0 0 0 0 1 0 0 0 0 0.333333333333333 0 0.0909090909090909 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 1 0 0 0 0 1 0.333333333333333 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 1 0
"27" 0 0 0 0 0 0.333333333333333 0 0 2 0 1 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0.5 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"28" 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"29" 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0.25 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.1 0 0 0 0 0 0 0 0 0 0.0555555555555555 0 0 0 0 0 0 0 0 0 2 0 0 0
"30" 0 0 0 0 0 0 0.25 1 0 0 0 0 0 0 0 0.5 0.0196078431372549 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.2 0 1 0.5 0 0 1 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0.111111111111111 0 0 0 0 1 0 0.111111111111111 0 0 0 0 0 0.125 0 0 0 0
"31" 0 0 0 0 0.05 0.166666666666667 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0.333333333333333 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0.333333333333333 0 0
"32" 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0.5 0 0.2 0 0 1 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0
"33" 0 0 0 0 0 0 0 1 2 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0.25 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0.0425531914893617 0 0 0 0 0 0 0 0 0 0 0.027027027027027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"34" 0 0 3 0 0 0 1 0 0 0 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227272727272727 0 0 0 0 0 0 0 0 1 1 0 0 1
"36" 0.2 1 5 1 0 0 0.5 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0.0454545454545455 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.105263157894737 0.5 0.166666666666667 0.25 0.142857142857143 1 0 0 1 0 0 0 0.04 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0
"37" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0.25 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0.0256410256410256 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"38" 0 0 1 0 0 0 0 0 0 0 2 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"39" 1 0 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 2 0 1 1 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 2
"40" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.2 0 0 0 0 0 0.5 0 0 0.4 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"41" 0 0 0 0 0 0 2 0 0 0 0.166666666666667 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0.2 1 0 1 1 2 1 2 0 0 0 0 0 0 0 0.111111111111111 1 1 0.5 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0.25 0 2 1 2 0.666666666666667 0 0 0 0 0 0 0 1 0 0.0434782608695652 0.5 1 0.0833333333333333 0 0 1 0 0 1 1 0 0
"42" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 0.5 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"43" 0 0 0 0 0 1 0 0 3 0 0 1 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 1 1 0 0.025974025974026 0 0.333333333333333 0 0.0769230769230769 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0
"44" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"45" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"46" 0 2 0 0.142857142857143 0.5 0 0 0 0 0 0 0 0 0 0 0.2 0.181818181818182 0 0 0 0 0.111111111111111 0 0 1 0 0 0.0454545454545454 0 0 0 0.25 0.5 0.666666666666667 0 0 0 0 0 0 0 0 0.5 0.142857142857143 0 0 0.0666666666666667 0 0 0 0 0 0 0.166666666666667 0 0 0.142857142857143 0 0 0 0 0.0714285714285714 0 0 0 0 0.0714285714285714 0.142857142857143 0.111111111111111 0 0 0.111111111111111 0.0222222222222222 0 0 0 0 0 0 1 0.0555555555555555 0 0.125 0 0.0416666666666667 0 0.0434782608695652 1 0 0 0.333333333333333 0 0 0 0 0 0 0 0.166666666666667 0
"47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.181818181818182 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 1
"48" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"49" 0 0 0.142857142857143 0 0 0 0 1 0.0909090909090909 0 0 0 0 0 0.2 2 0.5 0 0 0 0 0.5 0 0.0666666666666667 1 0.5 0 0.25 0 0 0 0 0 0 0 0 0.5 0 0 0.5 0 0 0 0 0 0 2 0 0.5 0.0666666666666667 0.5 2 2 0 0.2 0 0.2 0.5 0 0 1 0 0 0 0 0 0 0 0 0 0.0666666666666667 0.2 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.1 0 0.153846153846154 1 0 0 0
"50" 1 0 0.1 0 0 0 1 0 1 0 0.523809523809524 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0.5 0 0 0 0 0.285714285714286 0 0 1 0.666666666666667 1 0 0 0 0 0 0 0.111111111111111 0 0 0 0.5 0 0 0 0 0 0 0.0555555555555555 0 0.5 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"51" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0.0625 0 0 0 0 0 0 0 0 0.5 0.125 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0.166666666666667 0 0 0 0 0 0.125 0 0.0909090909090909 0 0
"52" 0 0 1 0 1 2 0.666666666666667 2 0.2 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555555 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0
"53" 0 1 1 0 0 0 1 1 1 1 3 1 1.33333333333333 0 0 0 1 0 1 1 1 1 2 3 2 1 2 2 1 2 1 1 0.222222222222222 0 4 5 1 1 6 1 2 3 1 2 1 1 3 4 2 3 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0.0833333333333333 0 0 0.142857142857143 3 0 0.0465116279069768 1 0 0 0 2 3 0 0 0 3 1 0 0 1 0 2 0 0 0 0 0 0 0.5 0 0 0 0
"54" 0 0 0 0 0 0 0 0 0.25 0 1 1 0.333333333333333 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0 0 0.333333333333333 1 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0 0 0 1 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.2 0.4 1 1 1 0.5 0.125 0 0 0 0 0 1 0
"55" 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"56" 0.4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0.5 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0.4 4 2 3 1 2 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0.16 0 0 0 0
