"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"115" 1 0 0.5 0 0 0 1 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103448275862069 0 0 0 0 0 1 0 0 0 0 0 0 0
"116" 1 1 0 0 1 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.2 0 0 0 1 0.5 0 0 0 0
"117" 0 0 0 0.6 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 1 0.0444444444444445 0 0 0 0 0 0 0 0 0 0 0 0 0
"118" 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"119" 0 0 1 0 0 0 0 2 0 0.5 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"120" 0 0 0 0 0 0 0 0 1 1 0.666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0188679245283019 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0238095238095238 0 0 0 0
"121" 1 0.5 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.111111111111111 1 0 0 0 0 0 0 0 0 0.222222222222222 1 1 1 0 1 1 2 2 0 0 0 2 1 1 2 0 0 1 0 1 0 1 0 1.5 1 0 0 0
"122" 0 0 0.25 0 0 1 0 0 0.181818181818182 0 0 0 0.142857142857143 0 0 1 0.2 0 0 0 0 0.5 0 0 0 0 0 1 0.2 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0.0344827586206897 0.5 0.0833333333333333 0 0 0 0 0 0 0 0 0.5 0.0333333333333333 0 0 0 1 0 0 0 0 0.5 0.0263157894736842 0 0 0 0 0 0 0 0 0.166666666666667 0 0.0277777777777778 0 0 0 0 0 0 0 0 0.0714285714285715 0 0 0 0 0 0 0 0 0 0 1 0 0
"123" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 2 3 1 1 0 1 0 0 0 2 0 1 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 1 1 0 0 0 1 0 0 0 0
"124" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.666666666666667 2 0 1 0 0.5 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 1 0 0 0.5 0 1 1 0 0 2 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0.25 0 0
"125" 0 0 0 1 0 0 0 3 0 0 0.428571428571429 0 0 0 0 1 0.272727272727273 0 0 0 0 0 0 0 0 1 0 0.153846153846154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0 0 0.142857142857143 0 0 0 1 1
"126" 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 1 0 0 0 0 0.025 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0161290322580645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"127" 0.25 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0
"128" 0 0.166666666666667 2 3 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0.333333333333333 0 1 0 0 0.25 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0.0588235294117647 0 0 1 3 2 0 0.2 0 0.333333333333333 0.666666666666667 0 0 0 0 0 0 0 0 0 0 0.1 0 0 1 0 0.166666666666667 0 0.25 0 0 0 0
"129" 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 1 2 0 0 0 0 0.25 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"130" 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0.142857142857143 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.5 0.25 1 0 0 2 2 1 0 0 0 1 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"131" 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.5 0 0 0 0.166666666666667 0 0 0 1 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0.166666666666667 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0
"132" 1 0 3 0 0 0 0 0.6 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0.5 0 1 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 1 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 1 0 0 0 1 0 0.25 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0
"133" 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.0196078431372549 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"134" 0 0 0.1 0 0 0 0.5 0 0 1 0.0909090909090909 0 0 0 0 0 0.0178571428571428 0 0 0 0 0 0 1 1 1 0 0.0666666666666667 0 0 0.111111111111111 0 0.5 0.5 0 0 0 0 0 1 0 0 2 0 1 1 0 0 0 0 1 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0.05 0 0
"135" 0.230769230769231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 2 0 2 1 0 1 0.5 0 0 0 0.333333333333333 2 3 0.25 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0.5 1 0 0 0.333333333333333 0 0.2 0 1 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.0666666666666667 0 1 0.333333333333333 0 0 0 0 0 0 0 0.142857142857143 0 0
"136" 1 0 0.105263157894737 0 0 0.333333333333333 0 2 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0.1 0 0 0 0 0 0 0 0 0 0.0212765957446808 0 0 0 0 0 0 0 1 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0
"137" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"138" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 3 0 0 1 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0.142857142857143 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0.0975609756097561 0 0 0 0 0 0 0 0 3 0 0 1 0
"139" 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"140" 0.333333333333333 0.5 0.6 0 0 0 0.5 0 0.2 0 1 0 0 0 0.0909090909090909 0.5 0 1 0.166666666666667 0 0.181818181818182 0 1 0 1 1 0 0.0833333333333333 1 0 1 0.666666666666667 1 1 0 0 0 0 0.4 0 0 0 0 0 0 0 0.0625 0 0 0.166666666666667 0 0 0 0.0285714285714286 0 0 0.0833333333333333 0 1 0 0 0 0.0526315789473684 0 0 0 0.0666666666666667 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"141" 0 0 1 0 0.333333333333333 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"142" 1 0 0 0 0.25 0 0.142857142857143 1 0 0 2.5 0 0 0 0 1 0 0 0 0 0.25 0 0 0 0 1 0 0 0.5 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0.0576923076923077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.166666666666667 0 0 1 0.25 0 0 0 0.181818181818182 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0.2 0.5 0 0 0
"143" 0 0 1 0 0.333333333333333 0 1 0 0 0 0.142857142857143 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.333333333333333 0.0294117647058823 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0.5 0 0 0 0 0 0 0 1 1 0.037037037037037 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0.2 0 0.5 0 0
"144" 0 0.25 0.222222222222222 0 0 1 1 0 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.0303030303030303 0 0 0.333333333333333 0 0 0.125 0 0 0 0 0 0 0 0 0 0.0625 0 0.5 0 0 0 0 0.0526315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0.125 0 0 0.125 0 0 0 0 0 0 0 0 0 0.0227272727272727 0 0 0 0 0 0 0 0 0 0.111111111111111 0
"145" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"146" 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0.166666666666667 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0.142857142857143 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 2 0 1 0 0
"147" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"148" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0.5 0 0
"149" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"150" 0 0 0 0 0 0 0 0 0.157894736842105 0 0 0 0 0 0 0 0 0 0 0 0 0.222222222222222 0 0 0.5 0 0.2 0 0.428571428571429 0 0 0 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 0.0434782608695652 0 0 0 0 0 0.5 0 0 0 0.0714285714285714 0.181818181818182 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 1 0 0.2 0.0277777777777778 0 0 0 0 0 0.137931034482759 0 0 0 0 0 0 0 0 0.0588235294117647 0 0.125 0 0 0 0.166666666666667 0 0 0 0 0 1 0
